scenario_id,observation_index,trace_id,app,content,real_rf_state_id,primary_rf_state_id,target_rsrp_dbm,target_rsrq_db,target_snr_db,primary_control_state_id,primary_ploss,primary_noise_power_dB,primary_supported,candidate_control_state_id,candidate_ploss,candidate_noise_power_dB,candidate_supported,both_supported,primary_only,candidate_only,union_supported
ucc-static-03c60d20f6ba6fb3,72,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-88|rsrq=-11|snr=4,rsrp=-88|rsrq=-11,-88,-11,4,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,73,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-88|rsrq=-12|snr=7,rsrp=-88|rsrq=-12,-88,-12,7,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,74,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-88|rsrq=-12|snr=7,rsrp=-88|rsrq=-12,-88,-12,7,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,75,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-89|rsrq=-11|snr=1,rsrp=-89|rsrq=-11,-89,-11,1,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,76,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-89|rsrq=-11|snr=1,rsrp=-89|rsrq=-11,-89,-11,1,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,77,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-89|rsrq=-11|snr=3,rsrp=-89|rsrq=-11,-89,-11,3,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,78,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-89|rsrq=-11|snr=3,rsrp=-89|rsrq=-11,-89,-11,3,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,79,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-89|rsrq=-12|snr=-7,rsrp=-89|rsrq=-12,-89,-12,-7,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,80,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-89|rsrq=-12|snr=-7,rsrp=-89|rsrq=-12,-89,-12,-7,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,81,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-89|rsrq=-15|snr=3,rsrp=-89|rsrq=-15,-89,-15,3,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,82,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-89|rsrq=-15|snr=3,rsrp=-89|rsrq=-15,-89,-15,3,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,83,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-90|rsrq=-15|snr=-1,rsrp=-90|rsrq=-15,-90,-15,-1,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
ucc-static-03c60d20f6ba6fb3,84,03c60d20f6ba6fb3,Netflix,Season3-StrangerThings,rsrp=-90|rsrq=-15|snr=-1,rsrp=-90|rsrq=-15,-90,-15,-1,ploss=0|noise_power_dB=-5,0,-5,False,ploss=0|noise_power_dB=-5,0,-5,False,False,False,False,False
