command_index,trace_row_index_protocol,trace_time_bin_protocol,trace_t_s_protocol,target_relative_rsrp_db,target_sinr_db,projected_relative_rsrp_db,projected_sinr_db,commanded_gain_db,commanded_noise_power_db,clipped_protocol,clipping_distance_scaled_protocol,triangle_index_protocol,vertex_0_protocol,vertex_1_protocol,vertex_2_protocol,barycentric_0_protocol,barycentric_1_protocol,barycentric_2_protocol,barycentric_0_observed,barycentric_1_observed,barycentric_2_observed,clipped_observed,clipping_distance_scaled_observed,command_complete_epoch,command_completion_lateness_seconds,gain_result,noise_result,sample_utc_second,scheduled_epoch,trace_row_index_observed,trace_t_s_observed,trace_time_bin_observed,triangle_index_observed,vertex_0_observed,vertex_1_observed,vertex_2_observed,channel_verification_utc_second,channel_verification_emitted_epoch_us,ue_measurement_emitted_epoch_us,applied_gain_db,applied_noise_power_db,channel_family,channel_model_name,channel_snapshot_id,channel_snapshot_timestamp_ns,tap_energy_linear,tap_fingerprint_fnv1a64,channel_length,nb_taps,nb_tx,nb_rx,rsrp_digital_power_linear,rsrp_db_per_re_unquantized,ss_rsrp_dbm_integer,ss_sinr_db,attached,observed_relative_rsrp_db,relative_rsrp_error_db,sinr_error_db
50,204,204,204,-0.25,21.05,-0.25,21.05,-10.153325324,-30.974489141,False,0,2,18,14,8,0.136860636188,0.495748190209,0.367391173604,0.136860636188,0.495748190209,0.367391173604,False,0,1788219305.15,0.147235393524,"{'applied_epoch': 1788219305.1472256, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -10.153325, 'parameter': 'ploss', 'requested': -10.153325324, 'verified': True}","{'applied_epoch': 1788219305.1472256, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -30.974489, 'parameter': 'noise_power_dB', 'requested': -30.974489141, 'verified': True}",1788219305,1788219305,204,204,204,2,18,14,8,1788219306,1788219306000154,1788219306052417,-10.153325324,-30.974489212,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,12899.1428571,41.105406,-107,19.678571,True,-0.27048625,-0.02048625,-1.371429
51,205,205,205,-1.1,17.7,-1.1,17.7,-11.035657771,-28.580653513,False,0,21,2,5,14,0.324277714516,0.578946699935,0.0967755855486,0.324277714516,0.578946699935,0.0967755855486,False,0,1788219306.09,0.0913774967194,"{'applied_epoch': 1788219306.0913687, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -11.035658, 'parameter': 'ploss', 'requested': -11.035657771, 'verified': True}","{'applied_epoch': 1788219306.0913687, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -28.580654, 'parameter': 'noise_power_dB', 'requested': -28.580653513, 'verified': True}",1788219306,1788219306,205,205,205,21,2,5,14,1788219307,1788219307000778,1788219307033943,-11.035657771,-28.580654144,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,10756.8571429,40.31619,-108,19.514286,True,-1.05970225,0.04029775,1.814286
52,206,206,206,-3.4,16.45,-3.4,16.45,-13.356803647,-29.605840567,False,0,22,14,1,2,0.185487748732,0.246457037311,0.568055213956,0.185487748732,0.246457037311,0.568055213956,False,0,1788219307.15,0.151388645172,"{'applied_epoch': 1788219307.151367, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -13.356804, 'parameter': 'ploss', 'requested': -13.356803647, 'verified': True}","{'applied_epoch': 1788219307.151367, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -29.605841, 'parameter': 'noise_power_dB', 'requested': -29.605840567, 'verified': True}",1788219307,1788219307,206,206,206,22,14,1,2,1788219308,1788219308000963,1788219308021817,-13.356803647,-29.605840683,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,6580.71428571,38.140898,-110,17.35,True,-3.23499425,0.16500575,0.9
53,207,207,207,-3,14.9,-3,14.9,-12.998946983,-27.646976098,False,0,23,1,3,2,0.249736745682,0.284165797909,0.466097456409,0.249736745682,0.284165797909,0.466097456409,False,0,1788219308.12,0.122743844986,"{'applied_epoch': 1788219308.1227393, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -12.998947, 'parameter': 'ploss', 'requested': -12.998946983, 'verified': True}","{'applied_epoch': 1788219308.1227393, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -27.646976, 'parameter': 'noise_power_dB', 'requested': -27.646976098, 'verified': True}",1788219308,1788219308,207,207,207,23,1,3,2,1788219309,1788219309001226,1788219309069092,-12.998946983,-27.646976471,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,6815.86666667,38.334199,-109,17.54,True,-3.04169325,-0.04169325,2.64
54,208,208,208,-3.75,12.9,-3.75,12.9,-13.851670843,-26.468471714,False,0,9,3,1,15,0.443069306857,0.368904728558,0.188025964584,0.443069306857,0.368904728558,0.188025964584,False,0,1788219309.16,0.15879535675,"{'applied_epoch': 1788219309.1587896, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -13.851671, 'parameter': 'ploss', 'requested': -13.851670843, 'verified': True}","{'applied_epoch': 1788219309.1587896, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -26.468472, 'parameter': 'noise_power_dB', 'requested': -26.468471714, 'verified': True}",1788219309,1788219309,208,208,208,9,3,1,15,1788219310,1788219310000202,1788219310049326,-13.851670843,-26.468471527,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,5875.71428571,37.684909,-110,14.485714,True,-3.69098325,0.05901675,1.585714
55,209,209,209,-4.35,12.9,-4.35,12.9,-14.453383203,-27.075214666,False,0,9,3,1,15,0.276485939445,0.503177541019,0.220336519536,0.276485939445,0.503177541019,0.220336519536,False,0,1788219310.11,0.107373714447,"{'applied_epoch': 1788219310.1073644, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -14.453383, 'parameter': 'ploss', 'requested': -14.453383203, 'verified': True}","{'applied_epoch': 1788219310.1073644, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -27.075214, 'parameter': 'noise_power_dB', 'requested': -27.075214666, 'verified': True}",1788219310,1788219310,209,209,209,9,3,1,15,1788219311,1788219311000281,1788219311031224,-14.453383203,-27.075214386,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,4993.21428571,36.981932,-111,13.335714,True,-4.39396025,-0.04396025,0.435714
56,210,210,210,-4.55,10.6,-4.55,10.6,-14.811107403,-25.304791275,False,0,7,13,15,1,0.0534084634055,0.647854762048,0.298736774547,0.0534084634055,0.647854762048,0.298736774547,False,0,1788219311.16,0.155303001404,"{'applied_epoch': 1788219311.155294, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -14.811107, 'parameter': 'ploss', 'requested': -14.811107403, 'verified': True}","{'applied_epoch': 1788219311.155294, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -25.30479, 'parameter': 'noise_power_dB', 'requested': -25.304791275, 'verified': True}",1788219311,1788219311,210,210,210,7,13,15,1,1788219312,1788219312000989,1788219312005827,-14.811107403,-25.304790497,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,4717.57142857,36.734651,-111,13.085714,True,-4.64124125,-0.09124125,2.485714
57,211,211,211,-5.75,10.85,-5.75,10.85,-16.002460117,-26.621934192,False,0,7,13,15,1,0.338667621706,0.337437563279,0.323894815015,0.338667621706,0.337437563279,0.323894815015,False,0,1788219312.12,0.1187312603,"{'applied_epoch': 1788219312.1187263, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -16.00246, 'parameter': 'ploss', 'requested': -16.002460117, 'verified': True}","{'applied_epoch': 1788219312.1187263, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -26.621935, 'parameter': 'noise_power_dB', 'requested': -26.621934192, 'verified': True}",1788219312,1788219312,211,211,211,7,13,15,1,1788219313,1788219313000977,1788219313053006,-16.002460117,-26.621934891,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,3698.4,35.667071,-112,11.913333,True,-5.70882125,0.04117875,1.063333
58,212,212,212,-6.3,13.05,-6.3,13.05,-16.402758681,-29.086031351,False,0,7,13,15,1,0.232362403156,0.0309830628576,0.736654533986,0.232362403156,0.0309830628576,0.736654533986,False,0,1788219313.16,0.158607006073,"{'applied_epoch': 1788219313.158602, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -16.402759, 'parameter': 'ploss', 'requested': -16.402758681, 'verified': True}","{'applied_epoch': 1788219313.158602, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -29.086031, 'parameter': 'noise_power_dB', 'requested': -29.086031351, 'verified': True}",1788219313,1788219313,212,212,212,7,13,15,1,1788219314,1788219314001743,1788219314045431,-16.402758681,-29.08603096,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,3263.85714286,35.134403,-113,11.185714,True,-6.24148925,0.05851075,-1.864286
59,213,213,213,-4.35,13.9,-4.35,13.9,-14.38545532,-27.924061014,False,0,9,3,1,15,0.397218599213,0.589946259342,0.0128351414455,0.397218599213,0.589946259342,0.0128351414455,False,0,1788219314.11,0.10729265213,"{'applied_epoch': 1788219314.1072829, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -14.385455, 'parameter': 'ploss', 'requested': -14.38545532, 'verified': True}","{'applied_epoch': 1788219314.1072829, 'model_index': 0, 'model_name': 'rfsimu_channel_enB0', 'model_type': 'AWGN', 'observed': -27.924061, 'parameter': 'noise_power_dB', 'requested': -27.924061014, 'verified': True}",1788219314,1788219314,213,213,213,9,3,1,15,1788219315,1788219315000163,1788219315033499,-14.38545532,-27.924060822,AWGN,rfsimu_channel_enB0,static-0,1788219222360182737,1,14bd144574d32d9e,1,1,1,1,5034.5,37.018192,-111,13.85,True,-4.35770025,-0.00770025000001,-0.05
